feature,relative_importance_val1,relative_importance_val2,cluster
583,0.0009081793439335338,0.001806908768821789,0
584,0.0015012175906030656,0.0015234720992028344,0
585,0.001260564389056009,0.000690876882196457,0
586,0.0005930382466695315,0.0011514614703277235,0
587,5.729838132078498e-05,0.0003897254207261293,0
588,0.0014353244520842285,0.0010983170947741364,0
589,0.0008995845867354246,0.0017183348095659878,0
590,0.0008250966910184786,0.000992028343666962,0
591,0.0008079071766222604,0.0011160318866253321,0
592,0.0011431027073485172,0.0007085916740476528,0
593,0.001595759919782266,0.0016651904340124002,1
594,0.001363701475433319,0.0008503100088573959,0
595,0.0009167741011316431,0.00023029229406536757,0
596,0.002363558229480017,0.0006023029229404783,0
597,0.0007190946855751323,0.0009565987599645705,0
598,0.0004841713221601489,0.0005314437555356954,0
599,0.0002492479587451654,0.00014171833480955038,0
600,0.0025096691018478725,0.0030823737821080604,1
601,0.0025096691018478725,0.0019131975199289638,1
602,0.003452227474573843,0.0035606731620903454,1
603,0.00038962899298094827,0.00076173604960124,0
604,0.0008995845867354246,0.002019486271036138,0
605,0.0010943990832258989,0.0012223206377325066,0
606,0.001558515971923793,0.002674933569530558,1
607,0.0011516974645466266,0.001771479185119575,0
608,0.002320584443489471,0.002373782108060053,1
609,0.001200401088669245,0.0009565987599645705,0
610,0.0005586592178770949,0.000620017714791674,0
611,0.0012118607649333904,0.0010097431355181577,0
612,0.0015241369431313566,0.0006731620903452613,0
613,0.0013780260707635008,0.0011160318866253321,0
614,0.001475433319008738,0.0015234720992028344,0
615,0.0003380604497922933,3.54295837023876e-05,0
616,0.0025726973213006732,0.0027989371124889284,1
617,0.0011660220598768084,0.001806908768821789,0
618,0.001469703480876665,0.0019131975199289638,1
619,0.0009053144248674974,0.001470327723649247,0
620,0.0008795301532731699,0.0019131975199289638,0
621,0.0009110442629995701,0.0005845881310892825,0
622,0.0016788425726973213,0.0010097431355181577,0
623,0.0030597335625268582,0.003914968999114084,1
624,0.0011001289213579716,0.0016474756421612047,0
625,0.002034092536885833,0.0021612046058457042,1
626,0.0012061309268013177,0.0011514614703277235,0
627,0.0004268729408394212,0.00070859167404783,0
628,0.0004612519696318579,0.0015943312666076173,0
629,0.0006732559805185502,0.000620017714791674,0
630,0.0013808909898295372,0.001966341895482551,1
631,0.0012634293081220454,0.0015234720992028344,0
632,0.0021057155135367424,0.0017891939769705935,1
633,0.0009110442629995701,0.0005668733392380868,0
634,0.00046984672682996704,0.00040744021257732506,0
635,0.0016673828964331758,0.0025155004428696194,1
636,0.0013751611516974644,0.0013640389725420726,0
637,0.0005873084085374588,0.00030115146147015055,0
638,0.0009339636155278613,0.001966341895482551,0
639,0.00031800601633003863,0.0011160318866253321,0
640,0.0005185503509525856,0.0010806023029229406,0
641,0.0006446067898581864,0.0011160318866253321,0
642,0.0019853889127632142,0.0019486271036313553,1
643,0.003615527861337917,0.00462356067316209,1
644,0.0015843002435181205,0.0026395039858281666,1
645,0.0004268729408394212,0.00031886625332134633,0
646,0.000805042257556224,0.00076173604960124,0
647,0.001647328462970921,0.003100088573959256,1
648,0.0009683426443202978,0.0010983170947741364,0
649,0.00030654634006589313,0.00040744021257732506,0
650,0.0012032660077352815,0.0015766164747564215,0
651,0.002902163013894857,0.0034898139946855622,1
652,0.000395358831113021,0.0012400354295837024,0
653,0.0014295946139521558,0.001558901682905226,0
654,0.000656066466122332,0.0012400354295837024,0
655,0.0023664231485460534,0.00320637732506643,1
656,0.000544334622546913,0.0010097431355181577,0
657,0.0016501933820369573,0.0024446412754648363,1
658,0.0011516974645466266,0.002249778565101683,1
659,0.00030654634006589313,0.00044286979627971657,0
660,0.0009511531299240796,0.0015411868910540302,0
661,0.001005586592178771,0.0005668733392380868,0
662,0.001558515971923793,0.0013108945969884853,0
663,0.0015613808909898295,0.0007971656333036316,0
664,0.0019510098839707775,0.0015943312666076173,1
665,0.000678985818650623,0.0008503100088573959,0
666,0.00023492336341498352,5.3144375553581395e-05,0
667,0.0005758487322733133,0.000992028343666962,0
668,0.00034952012605643886,0.0010451727192205492,0
669,0.0020999856754046697,0.0014880425155004429,1
670,0.0018077639306689586,0.0016474756421612047,1
671,0.0019338203695745595,0.001558901682905226,1
672,0.0033576851453946425,0.0016651904340124002,1
673,0.0013665663944993553,0.0012400354295837024,0
674,0.00035524996418851167,0.0009034543844109832,0
675,0.0007047700902449506,0.0008325952170062001,0
676,0.00036957455951869354,0.0009743135518157662,0
677,0.0010199111875089527,0.0015943312666076173,0
678,0.0018077639306689586,0.0016297608503100089,1
679,0.0008795301532731699,0.0009211691762621788,0
680,0.000976937401518407,0.00021257750221417184,0
681,0.00018621973929236496,0.00044286979627971657,0
682,0.0006847156567826958,0.001204605845881311,0
683,0.0006302821945280045,0.0011868910540301153,0
684,0.0011602922217447355,0.0016474756421612047,0
685,0.000618822518263859,0.0005668733392380868,0
686,0.0022948001718951436,0.0012577502214348982,1
687,0.0008852599914052426,0.00033658104517254205,0
688,0.0006130926801317863,0.0010806023029229406,0
689,0.0012462397937258271,0.0013463241806908768,0
690,0.0009482882108580433,0.0011514614703277235,0
691,0.00035524996418851167,0.0008857395925597874,0
692,0.0007506087953015328,0.0007971656333036316,0
693,0.0005271451081506947,0.0009565987599645705,0
694,0.0016759776536312849,0.002249778565101683,1
695,0.002512534020913909,0.002940655447298494,1
696,0.001005586592178771,0.001328609388839681,0
697,0.0009053144248674974,0.001275465013286094,0
698,0.0007219596046411688,0.0008857395925597874,0
699,0.0034149835267153696,0.003826395039858104,1
700,0.0011889414124050994,0.001133746678476528,0
701,0.0028219452800458383,0.002037201062887334,1
702,0.0021314997851310698,0.0032949512843224093,1
703,0.00015757054863200113,0.0008148804251550044,0
704,0.00010313708637741298,7.085916740477519e-05,0
705,0.000581578570405386,0.0005137289636844996,0
706,0.00019194957742443776,-8.857395925596899e-05,0
707,0.0013694313135653917,0.0017006200177147918,0
708,0.0035840137516115166,0.002586359610274579,1
709,0.0015069474287351381,0.001612046058458813,0
710,0.0008079071766222604,0.0011514614703277235,0
711,0.002177338490187652,0.003383525243578388,1
712,0.001177481736140954,0.0013817537643932684,0
713,0.00046698180776393066,0.0005137289636844996,0
714,0.000693310413980805,0.0009211691762621788,0
715,0.0022776106574989258,0.002480070859167228,1
716,0.000678985818650623,0.001682905225863596,0
717,0.0003609798023205844,0.0010274579273693535,0
718,0.001527001862197393,0.0016297608503100089,0
719,0.0029680561524136942,0.004074402125774845,1
720,0.0023979372582724535,0.0029052258635961026,1
721,0.0009110442629995701,0.0014526129317980513,0
722,0.0010342357828391348,0.0018600531443753764,0
723,0.000320870935396075,0.0009034543844109832,0
724,0.0007935825812920784,0.0017537643932683791,0
725,0.0002950866638017476,8.857395925596899e-05,0
726,0.0009053144248674974,0.001133746678476528,0
727,0.0011889414124050994,0.002373782108060053,1
728,0.0014038103423578282,0.0017537643932683791,1
729,0.0007534737143675691,0.0014348981399468555,0
730,0.001229050279329609,0.001966341895482551,1
731,0.0002664374731413837,3.54295837023876e-05,0
732,0.0011946712505371722,0.00044286979627971657,0
733,0.001446784128348374,0.0016297608503100089,0
734,0.0009110442629995701,0.0007794508414524358,0
735,0.0005586592178770949,0.0008857395925597874,0
736,0.0006961753330468413,0.000690876882196457,0
737,0.0004841713221601489,0.0003897254207261293,0
738,0.0004984959174903308,0.00037201062887493356,0
739,0.0007821229050279329,0.000690876882196457,0
740,0.0016645179773671394,0.00037201062887493356,0
741,0.00045552213149978505,0.00037201062887493356,0
742,0.0016616530583011028,0.0023560673162088576,1
743,0.0003753043976507664,0.0009034543844109832,0
744,0.002280475576564962,0.0029052258635961026,1
745,0.00043260277897149406,0.0005668733392380868,0
746,0.0021229050279329606,0.002940655447298494,1
747,0.0005099555937544763,0.0008148804251550044,0
748,0.0007964475003581148,0.0008680248007085917,0
749,0.0007735281478298238,0.0012400354295837024,0
750,0.0020742014038103423,0.0019131975199289638,1
751,0.0008680704770090244,0.0002657218777677591,0
752,0.0009368285345938976,0.0012577502214348982,0
753,0.0013006732559805185,0.003383525243578388,1
754,0.0013006732559805185,0.000478299379982108,0
755,0.0018478727975934678,0.001966341895482551,1
756,0.004073914911903739,0.006377325066430469,1
757,0.0024151267726686717,0.002763507528786537,1
758,0.0024695602349233633,0.002745792736935341,1
759,0.0022890703337630713,0.0019840566873337464,1
760,0.0010915341641598625,0.0008857395925597874,0
761,0.0005643890560091677,0.000620017714791674,0
762,0.0006360120326600773,0.0012400354295837024,0
763,0.0007706632287637873,0.0012577502214348982,0
764,0.0013436470419710643,0.0018423383525243576,1
765,0.0005586592178770949,0.0006377325066428698,0
766,0.0004268729408394212,0.0007971656333038087,0
767,0.0017160865205557943,0.00230292294065527,1
768,0.0015384615384615385,0.0012400354295837024,0
769,0.002251826385904598,0.002550930026572188,1
770,0.0005873084085374588,0.000992028343666962,0
771,0.0013751611516974644,0.001328609388839681,0
772,0.00037816931671680277,0.00033658104517254205,0
773,0.0026586448932817645,0.0022143489813992914,1
774,0.0004526572124337487,0.00021257750221417184,0
775,0.002151554218593325,0.0019309123117801595,1
776,0.0006302821945280045,1.7714791851193797e-05,0
777,0.0004612519696318579,0.0007971656333036316,0
778,0.0009626128061882251,0.002674933569530558,1
779,0.0006532015470562956,0.0015234720992028344,0
780,0.0013207276894427731,0.0018423383525241806,1
781,0.001618679272310557,0.0010983170947741364,0
782,0.0010628849734994985,0.0008857395925597874,0
783,0.0007448789571694598,0.0020017714791849424,0
784,0.0005701188941412405,0.0007440212577500443,0
785,0.001910901017046268,0.002745792736935341,1
786,0.0007534737143675691,0.0011514614703277235,0
787,0.0008079071766222604,0.0008503100088572187,0
788,0.000567253975075204,0.0013640389725420726,0
789,0.001865062311989686,0.0019309123117801595,1
790,0.001916630855178341,-1.7714791851193797e-05,0
791,0.0035467698037530437,0.0030823737821080604,1
792,0.0013436470419710643,0.001806908768821789,1
793,0.0007935825812920784,0.0009388839681133747,0
794,0.0015069474287351381,0.0015766164747564215,0
795,7.448789571703638e-05,-0.000177147918511938,0
796,0.0006875805758487322,0.0009211691762621788,0
797,0.0007162297665090961,0.0022852081488042514,1
798,0.0018335482022632861,0.0029937998228520817,1
799,0.0008250966910184786,0.0012577502214348982,0
800,0.0014009454232917918,0.0026926483613815763,1
801,0.0012519696318579,0.0010806023029229406,0
802,0.0011946712505371722,0.000620017714791674,0
803,0.000976937401518407,0.002019486271036138,0
804,0.00024351812061309267,0.0005668733392380868,0
805,0.00101418134937688,0.0009211691762621788,0
806,0.0012576994699899726,0.0016297608503100089,0
807,0.00017476006302821943,-0.0002480070859165633,0
808,0.0012319151983956453,0.0005668733392380868,0
809,0.0008766652342071336,0.0009743135518157662,0
810,0.0014496490474144106,0.0015411868910540302,0
811,0.0005386047844148402,0.0004251550044285208,0
812,0.0005128205128205127,0.0011868910540301153,0
813,0.0014410542902163013,0.0022852081488040745,1
814,0.0009969918349806617,0.0011160318866253321,0
815,0.0023692880676120897,0.0013463241806908768,1
816,0.0005930382466695315,0.00141718334809566,0
817,0.0011459676264145538,0.00044286979627971657,0
818,0.001088669245093826,0.0014526129317980513,0
819,0.0029107577710929663,0.0030823737821080604,1
820,0.0019510098839707775,0.001966341895482551,1
821,0.0002148689299527288,0.0001948627103629761,0
822,0.0007763930668958601,0.0007971656333038087,0
823,0.0029995702621400944,0.0030646589902568644,1
824,0.0016358687867067754,0.0017891939769705935,1
825,0.0009654777252542616,0.0003897254207261293,0
826,0.000991261996848589,0.0020726306465897256,1
827,0.0004526572124337487,0.0010628875110717448,0
828,0.001916630855178341,0.0016297608503100089,1
829,0.0015241369431313566,0.0021434898139945082,1
830,0.00029795158286778395,0.00033658104517254205,0
831,0.00013178627703777366,0.0005137289636844996,0
832,0.0008852599914052426,0.0010451727192205492,0
833,0.0003380604497922933,0.0008503100088573959,0
834,0.00011173184357551483,-1.7714791851193797e-05,0
835,0.0021429594613952153,0.002940655447298494,1
836,0.0009282337773957886,0.0010097431355181577,0
837,0.0008680704770090244,0.0010097431355181577,0
838,0.0023234493625555078,0.0027989371124889284,1
839,0.0007219596046411688,0.0007085916740476528,0
840,0.0009081793439335338,0.0009565987599645705,0
841,0.0013379172038389916,0.0013463241806908768,0
842,0.0004154132645752757,0.0005137289636844996,0
843,0.0011316430310843717,0.0010274579273693535,0
844,0.0026128061882251825,0.0021080602302921167,1
845,0.0007362841999713508,0.0010628875110717448,0
846,0.0006818507377166595,0.0011691762621789195,0
847,0.002269015900300816,0.002019486271036138,1
848,0.0016301389485747025,0.0019309123117801595,1
849,0.0007506087953015328,0.0012931798051372895,0
850,0.001260564389056009,0.0024623560673162088,1
851,0.0015900300816501934,0.0010983170947741364,0
852,0.001544191376593611,0.0018423383525241806,1
853,0.002034092536885833,0.0012223206377325066,0
854,0.00010027216731134194,0.00030115146147015055,0
855,0.0018106288497349947,0.0022143489813992914,1
856,0.00023492336341498352,0.0002657218777677591,0
857,0.0005529293797450222,0.0012931798051372895,0
858,0.0011602922217447355,0.000992028343666962,0
859,0.000693310413980805,0.0009743135518157662,0
860,0.001312132932244664,0.0015766164747564215,0
861,0.0010227761065749893,0.0010806023029229406,0
862,0.0013293224466408822,0.002090345438440921,1
863,0.0021400945423291793,0.0036138175376437555,1
864,0.002758917060593038,0.0017006200177147918,1
865,0.00338346941698897,0.004641275465013286,1
866,0.0012576994699899726,0.0009743135518157662,0
867,0.001581435324452084,0.0018600531443753764,1
868,0.0011545623836126627,0.000992028343666962,0
869,0.0014209998567540467,0.0022852081488040745,1
870,0.0022776106574989258,0.0014348981399468555,1
871,0.0019023062598481591,0.0027280779450841453,1
872,0.0014181349376880103,0.0008680248007085917,0
873,0.0035524996418851164,0.002763507528786537,1
874,0.00229766509096118,0.00295837023914969,1
875,0.00042114310270734845,0.0006377325066428698,0
876,0.0005471995416129494,0.0002480070859165633,0
877,0.0016501933820369573,0.0013817537643932684,0
878,0.00023492336341498352,0.0008680248007085917,0
879,0.0006703910614525139,0.002090345438440921,0
880,0.001991118750895287,0.0023383525243576616,1
881,0.0009139091820656066,0.0005668733392380868,0
882,0.0008566108007448789,0.0005137289636844996,0
883,0.0017246812777539033,0.001682905225863596,1
884,0.0006073628419997135,0.0009211691762621788,0
885,0.0013923506660936827,0.0008148804251550044,0
886,0.0020827961610084514,0.0031886625332152346,1
887,0.0004956309984242945,0.000620017714791674,0
888,0.0006617963042544047,0.0007971656333038087,0
889,0.001229050279329609,0.0015943312666076173,0
890,0.003168600487036241,0.00295837023914969,1
891,0.0008165019338203695,0.00035429583702373783,0
892,0.0006474717089242229,0.0007263064658990257,0
893,0.0006532015470562956,0.00021257750221417184,0
894,0.0016501933820369573,0.003578387953941364,1
895,0.001214725683999427,0.0013108945969884853,0
896,0.0013035381750465549,0.0015057573073516384,0
897,0.0005901733276034952,0.0006731620903454384,0
898,0.0014582438046125195,0.0011514614703277235,0
899,0.0021085804326027788,0.001558901682905226,1
900,0.0008480160435467696,0.0016474756421612047,0
901,0.0011144535166881535,0.0017183348095659878,0
902,0.001544191376593611,0.0012223206377325066,0
903,0.0003838991548488755,0.0008148804251550044,0
904,0.0009712075633863343,0.001558901682905226,0
905,0.0011431027073485172,0.0013640389725420726,0
906,0.0011574273026786993,0.0001948627103629761,0
907,0.0016731127345652483,0.0013108945969884853,0
908,0.0012061309268013177,0.0009565987599645705,0
909,0.0008222317719524423,0.001682905225863596,0
910,0.003096977510385331,0.0029052258635961026,1
911,0.002647185217017619,0.0035075287865367582,1
912,0.0038275318722246093,0.004127546501328432,1
913,0.0014611087236785561,0.0015943312666076173,0
914,0.0019968485890273597,0.002196634189548096,1
915,0.00114883254548059,0.0010274579273693535,0
916,0.0013894857470276465,0.002657218777679362,1
917,0.0029680561524136942,0.0027812223206377324,1
918,0.0017361409540180488,0.0013108945969884853,0
919,0.0007219596046411688,0.00031886625332134633,0
920,0.0009053144248674974,0.0007794508414524358,0
921,0.001572840567253975,0.000992028343666962,0
922,0.0004383326171035668,0.000690876882196457,0
923,0.001982523993697178,0.002480070859167228,1
924,0.0027560521415270016,0.002745792736935341,1
925,0.0015613808909898295,0.003383525243578388,1
926,0.0017705199828104853,0.0008148804251548273,0
927,0.0017877094972067037,0.001682905225863596,1
928,0.0014095401804899012,0.0031355181576616475,1
929,0.0011946712505371722,0.0019486271036313553,1
930,0.0010227761065749893,0.0015766164747564215,0
931,0.0007506087953015328,0.00014171833480955038,0
932,0.0010084515112448072,0.00046058458813091235,0
933,0.001111588597622117,0.0020549158547385296,1
934,0.00021773384901876521,0.0001240035429583566,0
935,0.0015785704053860475,0.0021257750221433127,1
936,0.0023148546053573986,0.0022852081488040745,1
937,0.0017046268442916488,0.0019486271036313553,1
938,0.0013321873657069188,0.0006377325066428698,0
939,0.0020226328606216875,0.0013640389725420726,1
940,0.0028391347944420565,0.0027989371124889284,1
941,0.001498352671537029,0.0024977856510186003,1
942,0.0022890703337630713,0.003153232949512843,1
943,0.0006703910614525139,0.000992028343666962,0
944,0.0016587881392350664,0.0018600531443753764,1
945,0.0009626128061882251,0.001966341895482551,0
946,0.0008250966910184786,0.001328609388839681,0
947,0.00020054433462254689,0.0005845881310892825,0
948,0.0008766652342071336,0.001771479185119575,0
949,0.001842142959461395,0.0022320637732504874,1
950,0.0010972640022919352,0.00035429583702373783,0
951,0.0010256410256410254,0.0012223206377325066,0
952,0.0020197679415556507,0.0027103631532329493,1
953,0.001498352671537029,0.0013463241806908768,0
954,0.0007190946855751323,0.0004960141718333038,0
955,0.0009712075633863343,0.0013994685562444642,0
956,0.0004240080217733848,0.0002657218777677591,0
957,0.0002778971494055293,0.0002480070859165633,0
958,0.0009969918349806617,0.0016297608503100089,0
959,0.00064174187079215,0.0012400354295837024,0
960,0.0023807477438762352,0.0030646589902568644,1
961,0.0028305400372439474,0.0025155004428696194,1
962,0.0024953445065176907,0.002940655447298494,1
963,0.002174473571121616,0.003117803365810452,1
964,0.0013379172038389916,0.002090345438440921,1
965,0.0004956309984242945,0.0007263064658988485,0
966,0.0012662942271880818,0.0005668733392380868,0
967,0.0006102277610657499,0.0010983170947741364,0
968,0.004111158859762211,0.0054561558901681136,1
969,0.0008795301532731699,0.0002480070859165633,0
970,0.001908036097980232,0.0013108945969884853,0
971,0.0009196390201976793,0.0017537643932683791,0
972,0.0003982237501790574,0.00030115146147015055,0
973,0.0008852599914052426,0.0010983170947741364,0
974,0.0013379172038389916,0.0012577502214348982,0
975,0.0011832115742730267,0.0004251550044285208,0
976,0.0004182781836413121,3.54295837023876e-05,0
977,0.0021687437329895426,0.002373782108060053,1
978,0.0002578427159432746,0.000478299379982108,0
979,6.875805758494198e-05,0.00035429583702373783,0
980,0.0028591892279043116,0.002391496899911249,1
981,0.00022919352528291077,0.0,0
982,0.0011975361696032088,0.0014348981399468555,0
983,0.0002922217447357112,0.00030115146147015055,0
984,0.0008365563672826241,5.3144375553581395e-05,0
985,0.0019051711789141955,0.0011160318866253321,0
986,0.0014295946139521558,0.001966341895482551,1
987,0.0008967196676693883,0.001133746678476528,0
988,0.0017304111158859762,0.0020017714791849424,1
989,0.0001289213579717185,0.000779450841452613,0
990,0.0008623406388769516,0.001771479185119575,0
991,0.002014038103423578,0.0020017714791849424,1
992,1.1459676264204708e-05,0.00021257750221417184,0
993,0.0017132216014897578,0.0013994685562444642,0
994,0.0012834837415843,0.0009565987599645705,0
995,0.0005500644606789858,0.0009388839681133747,0
996,0.0008995845867354246,0.0009565987599645705,0
997,0.0013780260707635008,0.0008325952170062001,0
998,0.0023606933104139806,0.0026217891939767936,1
999,0.00046984672682996704,0.00076173604960124,0
1000,0.0016645179773671394,0.0009211691762621788,0
1001,0.0013980805042257554,0.0011868910540301153,0
1002,0.0013379172038389916,0.0015943312666076173,0
1003,0.0018536026357255406,0.00044286979627971657,0
1004,0.0012691591462541181,0.0020549158547385296,1
1005,0.002715943274602492,0.0023737821080602305,1
1006,0.0014324595330181922,0.001275465013286094,0
1007,0.0003753043976507664,0.0009743135518157662,0
1008,0.0013465119610371005,0.0010274579273693535,0
1009,0.00044692737430167593,0.0011691762621789195,0
1010,0.0012548345509239363,0.0015411868910540302,0
1011,0.0013379172038389916,0.00230292294065527,1
1012,0.0007076350093109868,0.000478299379982108,0
1013,0.0015384615384615385,0.0011160318866253321,0
1014,0.0010371007019051711,0.0010628875110717448,0
1015,0.0021658788139235067,0.0023560673162088576,1
1016,0.0008709353960750609,0.0007971656333038087,0
1017,0.0020598768084801604,0.0019486271036313553,1
1018,0.0008709353960750609,0.0014526129317980513,0
1019,0.00016616530583011028,0.00023029229406536757,0
1020,0.0002521128778112018,0.00031886625332134633,0
1021,0.001469703480876665,0.0018246235606729849,1
1022,0.0008795301532731699,0.0009743135518157662,0
1023,0.001186076493339063,0.0009388839681133747,0
